AccountID,OwnerName,BranchID,AccountType,Balance,CreditLimit,CreatedAt,IsActive
ACC0311,Customer_0311,BR003-DN,Business,7645411.58,46302515.95,2020-09-14,False
ACC0312,Customer_0312,BR005-HP,Business,7137591.18,24285851.61,2021-06-21,True
ACC0313,Customer_0313,BR004-CT,Checking,5076967.83,72458471.23,2021-01-09,False
ACC0314,Customer_0314,BR005-HP,Business,2457603.93,7278432.84,2024-12-22,True
ACC0315,Customer_0315,BR004-CT,Savings,43538955.65,33296431.08,2020-04-07,True
ACC0316,Customer_0316,BR004-CT,Savings,34933501.14,70376858.27,2023-04-18,True
ACC0317,Customer_0317,BR003-DN,Checking,23579397.81,64872134.0,2022-05-12,False
ACC0318,Customer_0318,BR004-CT,Savings,40239422.78,72241357.32,2022-04-12,True
ACC0319,Customer_0319,BR004-CT,Savings,28344974.01,22127409.83,2021-01-09,False
ACC0320,Customer_0320,BR003-DN,Savings,10211493.24,23001862.6,2024-04-16,True
ACC0321,Customer_0321,BR003-DN,Checking,48342159.23,64169445.44,2023-08-06,True
ACC0322,Customer_0322,BR002-HN,Savings,36155519.77,48831632.13,2024-11-02,True
ACC0323,Customer_0323,BR001-HCM,Business,2901462.51,638382.44,2021-11-08,True
ACC0324,Customer_0324,BR002-HN,Savings,11326623.79,45600965.9,2020-10-21,False
ACC0325,Customer_0325,BR004-CT,Savings,827311.67,55164356.09,2020-01-17,True
ACC0326,Customer_0326,BR005-HP,Checking,1348558.58,81315722.09,2023-03-04,True
ACC0327,Customer_0327,BR005-HP,Savings,12427957.2,61978084.24,2022-06-09,False
ACC0328,Customer_0328,BR001-HCM,Checking,47985240.81,45899774.56,2021-12-08,True
ACC0329,Customer_0329,BR001-HCM,Business,49587897.91,64989445.18,2020-02-13,False
ACC0330,Customer_0330,BR004-CT,Business,24062252.46,63674807.56,2021-02-16,False
ACC0331,Customer_0331,BR003-DN,Business,48877796.55,97383974.56,2024-01-08,True
ACC0332,Customer_0332,BR005-HP,Checking,13919205.11,92415926.66,2022-09-19,True
ACC0333,Customer_0333,BR002-HN,Checking,1275075.71,20715811.54,2021-12-27,False
ACC0334,Customer_0334,BR001-HCM,Checking,8541287.41,24047219.43,2023-11-18,True
ACC0335,Customer_0335,BR004-CT,Business,7427554.41,98847795.79,2020-09-24,True
ACC0336,Customer_0336,BR001-HCM,Savings,22135868.52,83867465.76,2022-10-25,False
ACC0337,Customer_0337,BR003-DN,Savings,31889085.9,78354813.9,2023-08-08,True
ACC0338,Customer_0338,BR005-HP,Checking,21876473.34,67969485.81,2023-02-25,True
ACC0339,Customer_0339,BR002-HN,Business,4138580.84,26797203.09,2023-12-26,True
ACC0340,Customer_0340,BR004-CT,Checking,18354661.29,9152042.87,2022-08-12,True
ACC0341,Customer_0341,BR001-HCM,Savings,4821213.0,43097951.6,2024-09-17,False
ACC0342,Customer_0342,BR001-HCM,Savings,4936132.68,55421980.54,2024-10-26,True
ACC0343,Customer_0343,BR004-CT,Savings,14946443.89,38779955.94,2020-12-18,True
ACC0344,Customer_0344,BR005-HP,Business,8894354.71,38073202.35,2021-05-10,True
ACC0345,Customer_0345,BR004-CT,Savings,3631723.94,43467626.93,2023-05-16,True
ACC0346,Customer_0346,BR003-DN,Checking,47239003.63,72089945.25,2023-10-20,True
ACC0347,Customer_0347,BR004-CT,Savings,7206731.52,676736.94,2023-06-27,False
ACC0348,Customer_0348,BR003-DN,Checking,17069443.08,81547547.0,2024-03-10,True
ACC0349,Customer_0349,BR005-HP,Business,10442148.69,31418328.12,2023-06-10,False
ACC0350,Customer_0350,BR005-HP,Savings,16631368.75,28030014.65,2023-06-04,True
ACC0351,Customer_0351,BR005-HP,Business,9406397.02,76761790.77,2020-12-15,True
ACC0352,Customer_0352,BR004-CT,Checking,41648449.53,6915867.19,2023-11-16,True
ACC0353,Customer_0353,BR003-DN,Savings,13007743.4,15414323.45,2023-07-03,False
ACC0354,Customer_0354,BR005-HP,Checking,29321078.95,53436740.12,2023-09-02,True
ACC0355,Customer_0355,BR005-HP,Business,32089928.17,8498193.41,2021-11-22,True
ACC0356,Customer_0356,BR002-HN,Business,30827556.16,56322029.22,2023-06-26,False
ACC0357,Customer_0357,BR001-HCM,Savings,5381024.65,22200107.95,2024-09-19,True
ACC0358,Customer_0358,BR004-CT,Checking,19861141.35,77234223.25,2024-12-17,True
ACC0359,Customer_0359,BR003-DN,Savings,24397168.68,29543222.05,2020-02-27,True
ACC0360,Customer_0360,BR003-DN,Checking,17481800.7,78426999.75,2024-08-12,False
ACC0361,Customer_0361,BR001-HCM,Checking,36238700.19,45244719.33,2020-05-02,True
ACC0362,Customer_0362,BR001-HCM,Checking,32574510.91,67713933.29,2021-12-08,True
ACC0363,Customer_0363,BR005-HP,Savings,16883987.95,42636938.36,2023-04-26,False
ACC0364,Customer_0364,BR002-HN,Savings,32203704.39,43213445.24,2020-12-20,True
ACC0365,Customer_0365,BR004-CT,Business,21762865.63,445004.33,2021-04-09,True
ACC0366,Customer_0366,BR005-HP,Savings,40075366.67,53688901.06,2022-06-07,False
ACC0367,Customer_0367,BR001-HCM,Checking,33699720.7,48948397.88,2022-10-13,False
ACC0368,Customer_0368,BR005-HP,Savings,17722269.55,84551780.27,2024-03-27,True
ACC0369,Customer_0369,BR005-HP,Business,4695222.45,13394776.97,2020-04-10,True
ACC0370,Customer_0370,BR002-HN,Checking,34825108.81,51082486.95,2023-10-05,False
ACC0371,Customer_0371,BR004-CT,Savings,24590175.68,53737927.0,2021-09-06,False
ACC0372,Customer_0372,BR003-DN,Savings,9761379.71,84198521.41,2024-01-28,True
ACC0373,Customer_0373,BR001-HCM,Checking,7258468.38,81521594.07,2024-09-21,False
ACC0374,Customer_0374,BR004-CT,Business,24840431.06,71014237.28,2023-08-06,True
ACC0375,Customer_0375,BR005-HP,Savings,39896104.04,22052950.63,2020-05-08,True
ACC0376,Customer_0376,BR002-HN,Checking,28499697.83,77254763.82,2023-09-17,True
ACC0377,Customer_0377,BR005-HP,Savings,13760501.01,54310618.21,2022-09-27,True
ACC0378,Customer_0378,BR004-CT,Business,11317825.78,42515468.67,2021-05-28,True
ACC0379,Customer_0379,BR004-CT,Checking,17754560.35,81672858.51,2023-02-25,True
ACC0380,Customer_0380,BR002-HN,Business,29602232.9,35063084.11,2024-11-14,True
ACC0381,Customer_0381,BR005-HP,Savings,39350040.84,81352986.55,2020-10-12,True
ACC0382,Customer_0382,BR005-HP,Business,8834679.55,97900015.64,2022-05-19,True
ACC0383,Customer_0383,BR005-HP,Business,40851454.84,13558890.64,2023-01-09,True
ACC0384,Customer_0384,BR002-HN,Savings,7739050.45,32209671.16,2021-11-13,False
ACC0385,Customer_0385,BR002-HN,Business,31803898.13,62781282.08,2023-08-03,True
ACC0386,Customer_0386,BR004-CT,Business,37615217.95,69470361.57,2022-08-16,True
ACC0387,Customer_0387,BR005-HP,Savings,43510934.26,84716732.6,2020-12-15,True
ACC0388,Customer_0388,BR001-HCM,Business,20186935.48,96812858.01,2021-08-09,True
ACC0389,Customer_0389,BR003-DN,Checking,27591871.5,13059425.03,2023-06-22,True
ACC0390,Customer_0390,BR001-HCM,Savings,31495886.35,83670217.89,2020-02-28,True
ACC0391,Customer_0391,BR004-CT,Checking,533458.61,95803176.93,2021-12-05,True
ACC0392,Customer_0392,BR002-HN,Checking,5120329.23,36043538.34,2020-06-22,True
ACC0393,Customer_0393,BR001-HCM,Checking,31467411.57,72598836.35,2021-07-21,True
ACC0394,Customer_0394,BR001-HCM,Savings,11064348.26,7793872.16,2024-04-17,False
ACC0395,Customer_0395,BR001-HCM,Savings,34932056.81,81710902.69,2023-12-05,False
ACC0396,Customer_0396,BR001-HCM,Savings,19461961.32,73076338.18,2020-02-11,True
ACC0397,Customer_0397,BR003-DN,Savings,19444691.97,81336792.37,2021-11-22,True
ACC0398,Customer_0398,BR001-HCM,Business,28382915.12,61031923.93,2021-08-12,True
ACC0399,Customer_0399,BR002-HN,Checking,30995762.62,44238386.94,2021-02-04,True
ACC0400,Customer_0400,BR001-HCM,Business,36635452.87,35153564.04,2023-06-26,True
ACC0401,Customer_0401,BR002-HN,Checking,32408718.13,24816702.72,2024-10-24,True
ACC0402,Customer_0402,BR001-HCM,Business,43853445.81,20544571.82,2024-09-07,False
ACC0403,Customer_0403,BR003-DN,Business,3201171.99,89791256.04,2021-08-13,True
ACC0404,Customer_0404,BR002-HN,Checking,32085075.33,7101200.17,2020-06-11,True
ACC0405,Customer_0405,BR004-CT,Business,21332744.95,54635622.12,2021-08-25,True
ACC0406,Customer_0406,BR001-HCM,Business,3842862.18,26218527.72,2020-01-26,False
ACC0407,Customer_0407,BR005-HP,Checking,31614249.45,50104896.55,2023-07-23,False
ACC0408,Customer_0408,BR001-HCM,Business,27059958.4,61604705.57,2022-02-10,True
ACC0409,Customer_0409,BR005-HP,Savings,48728512.53,15537713.12,2022-07-19,True
ACC0410,Customer_0410,BR003-DN,Business,22155559.13,95342797.67,2021-01-08,True
ACC0411,Customer_0411,BR004-CT,Savings,22941906.19,60883240.44,2022-11-24,True
ACC0412,Customer_0412,BR001-HCM,Savings,35541080.05,70149961.12,2021-08-12,True
ACC0413,Customer_0413,BR002-HN,Checking,6783065.07,78112397.99,2022-12-04,True
ACC0414,Customer_0414,BR003-DN,Checking,13963039.45,6387198.91,2024-11-03,False
ACC0415,Customer_0415,BR004-CT,Business,18326132.83,49961000.58,2024-03-12,True
ACC0416,Customer_0416,BR003-DN,Savings,44766286.8,67412043.16,2020-04-24,True
ACC0417,Customer_0417,BR001-HCM,Savings,12605296.79,47176458.96,2023-03-06,True
ACC0418,Customer_0418,BR005-HP,Business,37162958.49,41936930.44,2022-04-14,True
ACC0419,Customer_0419,BR003-DN,Savings,28791030.15,11940092.97,2020-03-08,True
ACC0420,Customer_0420,BR004-CT,Savings,43911066.29,86603223.0,2022-06-03,False
ACC0421,Customer_0421,BR001-HCM,Checking,10433222.1,56380674.08,2022-12-20,True
ACC0422,Customer_0422,BR004-CT,Checking,29788701.28,49336067.59,2021-12-18,True
ACC0423,Customer_0423,BR002-HN,Savings,46653677.86,2391025.6,2024-06-21,True
ACC0424,Customer_0424,BR003-DN,Savings,38066993.08,37627483.05,2022-02-07,True
ACC0425,Customer_0425,BR004-CT,Checking,48078660.51,97255923.6,2021-12-09,True
ACC0426,Customer_0426,BR001-HCM,Savings,44915729.86,51975921.85,2022-08-24,True
ACC0427,Customer_0427,BR005-HP,Savings,25518674.31,63721568.0,2023-02-19,True
ACC0428,Customer_0428,BR004-CT,Business,48228804.6,23677173.47,2022-06-26,False
ACC0429,Customer_0429,BR003-DN,Checking,22911513.69,23361122.66,2021-03-25,True
ACC0430,Customer_0430,BR002-HN,Savings,8636561.54,46605511.24,2023-02-18,True
ACC0431,Customer_0431,BR002-HN,Checking,15761232.05,26500792.69,2020-02-06,True
ACC0432,Customer_0432,BR005-HP,Savings,11143529.08,85657327.12,2021-02-23,True
ACC0433,Customer_0433,BR003-DN,Checking,25916253.93,67718337.7,2022-03-01,False
ACC0434,Customer_0434,BR004-CT,Business,37529883.14,24985262.82,2023-02-26,True
ACC0435,Customer_0435,BR001-HCM,Savings,3552624.63,78095999.35,2021-03-07,False
ACC0436,Customer_0436,BR003-DN,Business,31699728.66,64468501.57,2024-10-09,True
ACC0437,Customer_0437,BR001-HCM,Savings,10288641.67,64598689.56,2021-02-28,True
ACC0438,Customer_0438,BR001-HCM,Savings,47142892.72,5063770.09,2024-07-27,False
ACC0439,Customer_0439,BR004-CT,Savings,19445107.21,42666401.84,2022-04-06,True
ACC0440,Customer_0440,BR003-DN,Checking,44229478.05,3464944.37,2024-10-08,True
ACC0441,Customer_0441,BR004-CT,Checking,44197539.42,47903093.0,2020-05-13,True
ACC0442,Customer_0442,BR004-CT,Savings,32311300.02,79719794.19,2021-11-26,True
ACC0443,Customer_0443,BR004-CT,Business,18276049.44,54451780.6,2023-06-19,True
ACC0444,Customer_0444,BR004-CT,Checking,9400885.75,31887756.73,2021-01-26,True
ACC0445,Customer_0445,BR001-HCM,Checking,26706898.45,76684216.85,2021-03-04,True
ACC0446,Customer_0446,BR002-HN,Checking,26917633.45,79123721.21,2020-04-19,False
ACC0447,Customer_0447,BR003-DN,Savings,9216968.2,59251950.92,2022-10-01,True
ACC0448,Customer_0448,BR005-HP,Business,7534063.38,94836850.6,2023-09-10,True
ACC0449,Customer_0449,BR004-CT,Savings,4967740.15,23262335.81,2021-01-17,False
ACC0450,Customer_0450,BR001-HCM,Checking,45935861.2,20146438.34,2021-06-23,True
ACC0451,Customer_0451,BR003-DN,Savings,1584688.36,58660917.51,2021-02-28,True
ACC0452,Customer_0452,BR001-HCM,Checking,35374631.48,66213955.28,2024-02-11,True
ACC0453,Customer_0453,BR003-DN,Savings,48805103.23,73235202.54,2023-11-16,True
ACC0454,Customer_0454,BR002-HN,Business,48452773.37,69356039.83,2024-06-08,True
ACC0455,Customer_0455,BR004-CT,Checking,36832751.18,29451726.47,2021-12-01,False
ACC0456,Customer_0456,BR005-HP,Savings,9513046.92,31821691.19,2024-04-21,True
ACC0457,Customer_0457,BR004-CT,Savings,16892837.1,7780663.85,2022-06-06,True
ACC0458,Customer_0458,BR003-DN,Checking,1064083.2,20968428.44,2020-06-09,True
ACC0459,Customer_0459,BR001-HCM,Savings,19603886.35,73258449.45,2021-07-16,False
ACC0460,Customer_0460,BR003-DN,Business,19079704.73,82880697.76,2024-11-25,True
ACC0461,Customer_0461,BR002-HN,Checking,4148614.78,84576248.4,2022-01-11,True
ACC0462,Customer_0462,BR001-HCM,Savings,17419505.96,88793126.77,2021-12-03,True
ACC0463,Customer_0463,BR003-DN,Business,49271166.96,89322617.26,2020-07-21,True
ACC0464,Customer_0464,BR005-HP,Checking,8276636.98,10125781.1,2021-04-14,True
ACC0465,Customer_0465,BR003-DN,Checking,12258640.1,4963544.3,2024-09-27,False
ACC0466,Customer_0466,BR002-HN,Savings,18361031.6,42760595.74,2022-11-21,False
ACC0467,Customer_0467,BR002-HN,Savings,1773916.79,17083219.17,2022-02-16,True
ACC0468,Customer_0468,BR003-DN,Checking,23811750.42,89487748.34,2022-02-21,False
ACC0469,Customer_0469,BR002-HN,Checking,44331888.29,36940166.49,2023-01-09,False
ACC0470,Customer_0470,BR004-CT,Checking,11698992.87,26856199.33,2020-03-25,True
ACC0471,Customer_0471,BR001-HCM,Business,17517673.63,54144900.6,2024-04-18,True
ACC0472,Customer_0472,BR004-CT,Business,21222287.71,53551441.2,2023-10-08,False
ACC0473,Customer_0473,BR003-DN,Savings,20042816.08,85393982.17,2020-09-19,True
ACC0474,Customer_0474,BR001-HCM,Checking,9057509.15,98436799.02,2021-04-05,True
ACC0475,Customer_0475,BR004-CT,Savings,49419856.85,43539324.55,2021-10-09,True
ACC0476,Customer_0476,BR001-HCM,Savings,19710908.07,39735499.44,2022-05-17,False
ACC0477,Customer_0477,BR001-HCM,Business,31341367.47,52256201.04,2023-02-14,True
ACC0478,Customer_0478,BR002-HN,Business,29602739.6,75837738.79,2020-02-19,True
ACC0479,Customer_0479,BR003-DN,Business,44066721.34,87789356.27,2022-07-21,False
ACC0480,Customer_0480,BR005-HP,Business,23915807.49,17219972.82,2023-03-20,False
ACC0481,Customer_0481,BR001-HCM,Checking,44533923.59,33149407.57,2021-01-24,False
ACC0482,Customer_0482,BR003-DN,Checking,1501527.99,81738592.53,2022-05-09,False
ACC0483,Customer_0483,BR001-HCM,Savings,7152083.29,97421942.46,2023-06-09,False
ACC0484,Customer_0484,BR005-HP,Business,4919699.09,44171659.81,2023-12-16,True
ACC0485,Customer_0485,BR001-HCM,Business,39678774.41,6561696.76,2024-07-05,True
ACC0486,Customer_0486,BR002-HN,Savings,43821437.53,20072677.61,2020-04-02,False
ACC0487,Customer_0487,BR001-HCM,Checking,35379380.29,27397749.85,2023-09-13,True
ACC0488,Customer_0488,BR001-HCM,Savings,18937104.7,59404359.35,2021-08-19,True
ACC0489,Customer_0489,BR003-DN,Savings,41963861.63,25865992.72,2020-05-01,False
ACC0490,Customer_0490,BR001-HCM,Savings,42764155.67,77983013.51,2021-04-21,True
ACC0491,Customer_0491,BR002-HN,Checking,32753572.98,51328123.38,2020-08-05,True
ACC0492,Customer_0492,BR005-HP,Savings,11576616.57,60834388.29,2022-12-23,True
ACC0493,Customer_0493,BR004-CT,Checking,42653515.57,45899801.89,2021-08-10,False
ACC0494,Customer_0494,BR005-HP,Savings,863704.85,99942937.99,2022-09-21,True
ACC0495,Customer_0495,BR003-DN,Business,5851174.26,6383705.39,2022-11-11,True
ACC0496,Customer_0496,BR003-DN,Business,35699141.89,89237379.77,2022-04-05,True
ACC0497,Customer_0497,BR001-HCM,Business,20502872.1,31958573.82,2021-12-01,False
ACC0498,Customer_0498,BR003-DN,Checking,45392122.34,40459889.46,2020-10-23,True
ACC0499,Customer_0499,BR003-DN,Business,35811779.82,68631811.09,2023-11-12,True
ACC0500,Customer_0500,BR002-HN,Business,43886491.82,18113585.78,2020-08-05,True
ACC0501,Customer_0501,BR005-HP,Savings,47372707.32,89959115.79,2020-04-12,True
ACC0502,Customer_0502,BR003-DN,Checking,39510476.62,33131713.7,2022-10-10,False
ACC0503,Customer_0503,BR001-HCM,Checking,3157009.24,63439674.37,2024-10-03,False
ACC0504,Customer_0504,BR002-HN,Business,6430888.89,68069776.43,2024-05-14,True
ACC0505,Customer_0505,BR002-HN,Savings,49621218.72,34266988.49,2024-08-05,True
ACC0506,Customer_0506,BR002-HN,Savings,24635251.86,63103277.23,2021-06-21,True
ACC0507,Customer_0507,BR001-HCM,Checking,14039629.18,76119328.12,2021-10-25,True
ACC0508,Customer_0508,BR004-CT,Savings,6905594.9,43371141.43,2023-07-14,False
ACC0509,Customer_0509,BR004-CT,Savings,2367403.26,19941425.12,2022-01-11,True
ACC0510,Customer_0510,BR001-HCM,Business,704129.78,73360324.09,2021-12-12,True
ACC0511,Customer_0511,BR002-HN,Savings,19485748.58,58867068.82,2021-02-27,True
ACC0512,Customer_0512,BR003-DN,Checking,23068352.44,52028841.22,2024-06-14,True
ACC0513,Customer_0513,BR003-DN,Checking,18282918.88,18842603.39,2023-01-08,True
ACC0514,Customer_0514,BR002-HN,Savings,36836792.66,58969283.48,2021-02-12,True
ACC0515,Customer_0515,BR004-CT,Business,13161564.11,53473343.42,2020-10-02,True
ACC0516,Customer_0516,BR001-HCM,Savings,34642612.54,41677556.52,2023-02-18,True
ACC0517,Customer_0517,BR004-CT,Business,8079791.36,69519202.92,2020-05-14,True
ACC0518,Customer_0518,BR005-HP,Checking,31328489.95,70072634.62,2023-02-17,True
ACC0519,Customer_0519,BR003-DN,Savings,39345623.28,49773906.32,2024-04-25,True
ACC0520,Customer_0520,BR005-HP,Savings,18217130.91,40975623.05,2021-01-18,False
ACC0521,Customer_0521,BR002-HN,Business,46689655.06,33060361.62,2020-01-22,True
ACC0522,Customer_0522,BR001-HCM,Business,33616585.56,14914449.27,2020-09-03,True
ACC0523,Customer_0523,BR003-DN,Business,11942434.18,98866593.08,2022-05-15,True
ACC0524,Customer_0524,BR001-HCM,Savings,43769952.23,85224868.57,2022-11-11,False
ACC0525,Customer_0525,BR001-HCM,Savings,42636672.08,89029201.15,2020-03-22,True
ACC0526,Customer_0526,BR003-DN,Checking,44779117.06,95508915.65,2022-12-03,True
ACC0527,Customer_0527,BR003-DN,Savings,6134684.0,40025022.6,2023-05-27,False
ACC0528,Customer_0528,BR004-CT,Checking,32617900.95,79690955.7,2020-03-23,True
ACC0529,Customer_0529,BR002-HN,Savings,21093371.97,59075030.3,2024-11-15,True
ACC0530,Customer_0530,BR005-HP,Checking,39068632.58,61135841.93,2021-08-16,True
ACC0531,Customer_0531,BR004-CT,Checking,2775630.11,26161286.72,2022-01-23,True
ACC0532,Customer_0532,BR003-DN,Business,26393607.17,70058018.43,2020-07-22,True
ACC0533,Customer_0533,BR004-CT,Checking,33353676.87,64140445.28,2021-09-20,True
ACC0534,Customer_0534,BR001-HCM,Business,46751385.31,50556757.19,2023-08-28,True
ACC0535,Customer_0535,BR001-HCM,Checking,16371373.87,33089484.25,2022-01-17,True
ACC0536,Customer_0536,BR005-HP,Business,19242560.83,81710330.57,2020-08-15,False
ACC0537,Customer_0537,BR001-HCM,Checking,22629871.94,11870685.21,2023-12-21,True
ACC0538,Customer_0538,BR001-HCM,Checking,20910758.11,55713101.14,2020-02-26,True
ACC0539,Customer_0539,BR005-HP,Business,10739136.82,67147437.08,2022-06-27,True
ACC0540,Customer_0540,BR002-HN,Checking,16932644.96,76741639.99,2024-08-23,True
ACC0541,Customer_0541,BR004-CT,Savings,5323132.61,65891025.38,2020-06-12,True
ACC0542,Customer_0542,BR005-HP,Business,19007572.84,10632222.92,2021-08-05,False
ACC0543,Customer_0543,BR001-HCM,Checking,30737162.42,18754340.05,2023-04-15,True
ACC0544,Customer_0544,BR003-DN,Savings,37978892.42,4650036.19,2024-02-25,False
ACC0545,Customer_0545,BR004-CT,Business,29671150.25,50419757.62,2023-01-17,True
ACC0546,Customer_0546,BR005-HP,Checking,42021397.48,48293196.35,2024-03-23,True
ACC0547,Customer_0547,BR002-HN,Savings,19676576.17,60054602.18,2022-09-13,False
ACC0548,Customer_0548,BR005-HP,Business,38237545.48,27359588.0,2022-05-15,True
ACC0549,Customer_0549,BR002-HN,Checking,30324960.26,88643685.54,2024-05-27,True
ACC0550,Customer_0550,BR005-HP,Business,11258456.57,20971269.63,2022-11-12,True
ACC0551,Customer_0551,BR002-HN,Business,27353328.18,63687743.49,2020-06-18,False
ACC0552,Customer_0552,BR005-HP,Business,47162345.72,71012363.15,2024-05-28,False
ACC0553,Customer_0553,BR001-HCM,Business,5770288.06,38087031.35,2020-11-02,True
ACC0554,Customer_0554,BR003-DN,Savings,49184853.48,68339032.87,2021-01-23,True
ACC0555,Customer_0555,BR002-HN,Business,2099165.97,81402621.76,2020-10-28,True
ACC0556,Customer_0556,BR005-HP,Checking,12260975.89,78430717.29,2022-12-22,True
ACC0557,Customer_0557,BR004-CT,Checking,21120028.76,78811153.01,2022-09-02,True
ACC0558,Customer_0558,BR003-DN,Savings,31217803.93,78092489.29,2023-04-21,True
ACC0559,Customer_0559,BR005-HP,Business,37053276.61,19646908.18,2021-05-15,True
ACC0560,Customer_0560,BR001-HCM,Savings,48142524.82,73507948.6,2020-07-02,False
ACC0561,Customer_0561,BR003-DN,Business,13579859.97,16092884.98,2022-01-11,False
ACC0562,Customer_0562,BR002-HN,Savings,8108317.49,32263002.99,2020-11-20,True
ACC0563,Customer_0563,BR004-CT,Business,27732928.9,7288079.55,2022-09-08,True
ACC0564,Customer_0564,BR005-HP,Savings,39419782.85,15937049.25,2024-09-13,True
ACC0565,Customer_0565,BR003-DN,Savings,44228138.57,66333447.64,2022-06-10,True
ACC0566,Customer_0566,BR005-HP,Business,24005430.84,56133468.32,2020-02-22,True
ACC0567,Customer_0567,BR004-CT,Savings,45272574.7,61370109.71,2024-04-02,True
ACC0568,Customer_0568,BR004-CT,Savings,19600858.77,54023731.29,2022-01-17,True
ACC0569,Customer_0569,BR005-HP,Business,22555066.43,4385166.09,2021-06-17,True
ACC0570,Customer_0570,BR001-HCM,Savings,48595624.11,77331851.82,2024-01-21,True
ACC0571,Customer_0571,BR002-HN,Business,31660966.95,21317513.19,2023-02-07,False
ACC0572,Customer_0572,BR001-HCM,Business,34459155.2,2375294.61,2022-01-03,True
ACC0573,Customer_0573,BR001-HCM,Savings,39813631.96,55808420.53,2024-04-09,False
ACC0574,Customer_0574,BR004-CT,Checking,31695754.6,43302503.46,2020-07-22,True
ACC0575,Customer_0575,BR005-HP,Savings,32250425.95,61834935.89,2024-01-23,True
ACC0576,Customer_0576,BR003-DN,Business,5753709.32,78689189.77,2022-10-03,True
ACC0577,Customer_0577,BR004-CT,Checking,20058106.28,66072316.49,2023-03-18,True
ACC0578,Customer_0578,BR002-HN,Business,19854131.99,79748461.28,2024-05-21,True
ACC0579,Customer_0579,BR003-DN,Business,44405416.89,96536539.34,2022-01-18,True
ACC0580,Customer_0580,BR001-HCM,Savings,748977.03,59665488.75,2024-09-03,True
ACC0581,Customer_0581,BR002-HN,Business,37200808.91,72593734.67,2021-07-21,True
ACC0582,Customer_0582,BR002-HN,Savings,11429004.48,83474836.69,2021-02-06,True
ACC0583,Customer_0583,BR005-HP,Checking,32411388.44,7314457.22,2020-05-04,True
ACC0584,Customer_0584,BR005-HP,Checking,47601225.36,35713835.9,2021-02-10,True
ACC0585,Customer_0585,BR002-HN,Checking,24550130.9,32834607.82,2022-12-19,True
ACC0586,Customer_0586,BR005-HP,Business,18542425.07,31633315.95,2023-03-01,True
ACC0587,Customer_0587,BR002-HN,Savings,35753856.8,64083854.43,2022-06-05,True
ACC0588,Customer_0588,BR004-CT,Checking,22545219.69,77476696.15,2023-09-04,True
ACC0589,Customer_0589,BR005-HP,Savings,42168753.27,85871365.54,2021-09-07,True
ACC0590,Customer_0590,BR001-HCM,Business,4232297.86,1863029.49,2024-11-01,False
ACC0591,Customer_0591,BR005-HP,Savings,45362027.08,55159399.85,2024-09-16,True
ACC0592,Customer_0592,BR003-DN,Checking,11553679.06,77214484.36,2022-03-15,True
ACC0593,Customer_0593,BR004-CT,Checking,25357279.85,66267848.94,2024-11-06,True
ACC0594,Customer_0594,BR004-CT,Savings,9367686.6,94871183.16,2021-12-24,False
ACC0595,Customer_0595,BR003-DN,Savings,11331546.3,48764214.84,2020-05-12,True
ACC0596,Customer_0596,BR001-HCM,Business,10735316.7,90772609.26,2022-07-16,False
ACC0597,Customer_0597,BR001-HCM,Savings,49039194.21,32407111.01,2024-11-27,True
ACC0598,Customer_0598,BR003-DN,Business,27445328.07,17384981.64,2023-06-19,True
ACC0599,Customer_0599,BR005-HP,Checking,19128274.66,90724242.64,2024-07-12,True
ACC0600,Customer_0600,BR004-CT,Checking,44415011.2,659768.66,2021-08-06,True
ACC0601,Customer_0601,BR001-HCM,Business,32352111.62,21151710.41,2021-03-12,True
ACC0602,Customer_0602,BR002-HN,Checking,40653045.15,72025565.89,2023-11-16,False
ACC0603,Customer_0603,BR002-HN,Business,8481689.86,83336499.64,2020-04-02,True
ACC0604,Customer_0604,BR005-HP,Business,8475892.45,62954042.49,2020-10-05,True
ACC0605,Customer_0605,BR002-HN,Checking,46161120.1,51664069.26,2023-10-19,True
ACC0606,Customer_0606,BR003-DN,Savings,11221374.19,60652589.79,2023-08-06,True
ACC0607,Customer_0607,BR004-CT,Business,7564250.78,58264613.76,2021-10-22,True
ACC0608,Customer_0608,BR002-HN,Business,34436762.61,92235194.48,2024-10-03,True
ACC0609,Customer_0609,BR004-CT,Checking,7044553.32,1656262.73,2024-09-22,False
ACC0610,Customer_0610,BR002-HN,Business,5266779.55,47586918.55,2024-10-02,True
ACC0611,Customer_0611,BR001-HCM,Checking,33139934.25,90198475.57,2024-01-25,False
ACC0612,Customer_0612,BR005-HP,Checking,18833683.79,4343828.33,2024-07-08,False
ACC0613,Customer_0613,BR004-CT,Checking,29657880.26,74139404.23,2024-02-14,True
ACC0614,Customer_0614,BR003-DN,Checking,38410015.07,91008535.67,2020-05-20,False
ACC0615,Customer_0615,BR003-DN,Savings,770737.98,74364568.14,2020-10-17,True
ACC0616,Customer_0616,BR005-HP,Savings,19063979.14,20541869.62,2022-07-12,True
ACC0617,Customer_0617,BR002-HN,Checking,32753008.77,25363272.62,2024-07-19,True
ACC0618,Customer_0618,BR005-HP,Checking,49594034.37,39745414.82,2021-07-18,False
ACC0619,Customer_0619,BR002-HN,Checking,28175144.57,48376015.76,2022-10-12,False
ACC0620,Customer_0620,BR002-HN,Business,6394745.34,22977130.45,2021-02-07,False
